common_item,domain_item,score
AudioService,Service Domain.Service Test ABE,0.16666666666666666
AudioService,Service Domain.Service Performance ABE,0.16666666666666666
AudioService,Service Domain.Service Capacity ABE,0.16666666666666666
AudioService,Service Domain.Service Problem ABE,0.16666666666666666
BaseStation,Common Domain.Base Types ABE,0.16666666666666666
CellularUserEquipment,Physical Resource ABE.Equipment ABE,0.16666666666666666
FileTransferService,Service Domain.Service Domain Overviews,0.16666666666666666
FileTransferService,Service Domain.Service Specification ABE,0.16666666666666666
FileTransferService,Service Domain.Service Configuration ABE,0.16666666666666666
FileTransferService,Service Domain.Service Order ABE,0.16666666666666666
FileTransferService,Service Domain.Service Usage ABE,0.16666666666666666
FileTransferService,Service Domain.Service Test ABE,0.16666666666666666
FileTransferService,Service Domain.Service Performance ABE,0.16666666666666666
FileTransferService,Service Domain.Service Capacity ABE,0.16666666666666666
FileTransferService,Service Domain.Service Problem ABE,0.16666666666666666
FileTransferService,P2PFileSharingSecurityThreatTool,0.16666666666666666
LiFiUserEquipment,Physical Resource ABE.Equipment ABE,0.16666666666666666
PhysicalInfrastructure,Resource ABE.Physical Resource ABE,0.16666666666666666
PhysicalInfrastructure,Physical Resource ABE.Equipment ABE,0.16666666666666666
PhysicalInfrastructure,Physical Resource ABE.Hardware ABE,0.16666666666666666
Service,Service Domain.Service Domain Overviews,0.16666666666666666
Service,Service Domain.Service Specification ABE,0.16666666666666666
Service,Service Domain.Service Configuration ABE,0.16666666666666666
Service,Service Domain.Service Order ABE,0.16666666666666666
Service,Service Domain.Service Usage ABE,0.16666666666666666
Service,Service Domain.Service Test ABE,0.16666666666666666
Service,Service Domain.Service Performance ABE,0.16666666666666666
Service,Service Domain.Service Capacity ABE,0.16666666666666666
Service,Service Domain.Service Problem ABE,0.16666666666666666
UserEquipment,Physical Resource ABE.Equipment ABE,0.16666666666666666
VideoService,Service Domain.Service Domain Overviews,0.16666666666666666
VideoService,Service Domain.Service Specification ABE,0.16666666666666666
VideoService,Service Domain.Service Configuration ABE,0.16666666666666666
VideoService,Service Domain.Service Order ABE,0.16666666666666666
VideoService,Service Domain.Service Usage ABE,0.16666666666666666
VideoService,Service Domain.Service Test ABE,0.16666666666666666
VideoService,Service Domain.Service Performance ABE,0.16666666666666666
VideoService,Service Domain.Service Capacity ABE,0.16666666666666666
VideoService,Service Domain.Service Problem ABE,0.16666666666666666
WiFiUserEquipment,Physical Resource ABE.Equipment ABE,0.16666666666666666
Action,Product Configuration ABE.Product Action ABE,0.14285714285714285
Action,Policy Structure ABE.Policy Action ABE,0.14285714285714285
AudioService,Service Domain.Service Party Roles ABE,0.14285714285714285
AudioService,Service Specification ABE.Service Catalog ABE,0.14285714285714285
AudioService,Service ABE.Customer Facing Service ABE,0.14285714285714285
AudioService,Service ABE.Resource Facing Service ABE,0.14285714285714285
AudioService,Management Information ABE.Service State ABE,0.14285714285714285
AudioService,Logical Resource ABE.Protocol Service ABE,0.14285714285714285
AudioService,Protocol Service ABE.Bridging Protocols ABE,0.14285714285714285
AudioService,Protocol Service ABE.Management Protocols ABE,0.14285714285714285
AudioService,Protocol Service ABE.Routed Protocols ABE,0.14285714285714285
AudioService,Protocol Service ABE.Routing Protocols ABE,0.14285714285714285
AudioService,Protocol Service ABE.Signaling Protocols ABE,0.14285714285714285
AudioService,Protocol Service ABE.Switching Protocols ABE,0.14285714285714285
CellularUserEquipment,Physical Resource ABE.Equipment Holder ABE,0.14285714285714285
CellularUserEquipment,Equipment Holder ABE.HolderAtomic ABE,0.14285714285714285
CellularUserEquipment,Equipment Holder ABE.HolderComposite ABE,0.14285714285714285
ConceptEntities,Common Domain.Root Business Entities ABE,0.14285714285714285
ConceptEntities,Root Business Entities ABE.Association ABE,0.14285714285714285
ConceptEntities,Root Business Entities ABE.Characteristic ABE,0.14285714285714285
Device,Physical Resource ABE.Physical Device ABE,0.14285714285714285
FileTransferService,Service Domain.Service Party Roles ABE,0.14285714285714285
FileTransferService,Service Specification ABE.Service Catalog ABE,0.14285714285714285
FileTransferService,Service ABE.Customer Facing Service ABE,0.14285714285714285
FileTransferService,Service ABE.Resource Facing Service ABE,0.14285714285714285
FileTransferService,Management Information ABE.Service State ABE,0.14285714285714285
FileTransferService,Logical Resource ABE.Protocol Service ABE,0.14285714285714285
FileTransferService,Protocol Service ABE.Bridging Protocols ABE,0.14285714285714285
FileTransferService,Protocol Service ABE.Management Protocols ABE,0.14285714285714285
FileTransferService,Protocol Service ABE.Routed Protocols ABE,0.14285714285714285
FileTransferService,Protocol Service ABE.Routing Protocols ABE,0.14285714285714285
FileTransferService,Protocol Service ABE.Signaling Protocols ABE,0.14285714285714285
FileTransferService,Protocol Service ABE.Switching Protocols ABE,0.14285714285714285
LiFiAssociation,Root Business Entities ABE.Association ABE,0.14285714285714285
LiFiUserEquipment,Physical Resource ABE.Equipment Holder ABE,0.14285714285714285
LiFiUserEquipment,Equipment Holder ABE.HolderAtomic ABE,0.14285714285714285
LiFiUserEquipment,Equipment Holder ABE.HolderComposite ABE,0.14285714285714285
LTEAssociation,Root Business Entities ABE.Association ABE,0.14285714285714285
PhysicalInfrastructure,Physical Resource ABE.Auxiliary Component ABE,0.14285714285714285
PhysicalInfrastructure,Physical Resource ABE.Equipment Holder ABE,0.14285714285714285
PhysicalInfrastructure,Physical Resource ABE.Physical Capacity ABE,0.14285714285714285
PhysicalInfrastructure,Physical Resource ABE.Physical Component ABE,0.14285714285714285
PhysicalInfrastructure,Physical Resource ABE.Physical Device ABE,0.14285714285714285
PhysicalInfrastructure,Physical Resource ABE.Physical Role ABE,0.14285714285714285
SatelliteAssociation,Root Business Entities ABE.Association ABE,0.14285714285714285
Service,Service Domain.Service Party Roles ABE,0.14285714285714285
Service,Service Specification ABE.Service Catalog ABE,0.14285714285714285
Service,Service ABE.Customer Facing Service ABE,0.14285714285714285
Service,Service ABE.Resource Facing Service ABE,0.14285714285714285
Service,Management Information ABE.Service State ABE,0.14285714285714285
Service,Logical Resource ABE.Protocol Service ABE,0.14285714285714285
Service,Protocol Service ABE.Bridging Protocols ABE,0.14285714285714285
Service,Protocol Service ABE.Management Protocols ABE,0.14285714285714285
Service,Protocol Service ABE.Routed Protocols ABE,0.14285714285714285
Service,Protocol Service ABE.Routing Protocols ABE,0.14285714285714285
Service,Protocol Service ABE.Signaling Protocols ABE,0.14285714285714285
Service,Protocol Service ABE.Switching Protocols ABE,0.14285714285714285
SystemDevice,Physical Resource ABE.Physical Device ABE,0.14285714285714285
UserDevice,Physical Resource ABE.Physical Device ABE,0.14285714285714285
UserDeviceStatus,Physical Resource ABE.Physical Device ABE,0.14285714285714285
UserEquipment,Physical Resource ABE.Equipment Holder ABE,0.14285714285714285
UserEquipment,Equipment Holder ABE.HolderAtomic ABE,0.14285714285714285
UserEquipment,Equipment Holder ABE.HolderComposite ABE,0.14285714285714285
VideoService,Service Domain.Service Party Roles ABE,0.14285714285714285
VideoService,Service Specification ABE.Service Catalog ABE,0.14285714285714285
VideoService,Service ABE.Customer Facing Service ABE,0.14285714285714285
VideoService,Service ABE.Resource Facing Service ABE,0.14285714285714285
VideoService,Management Information ABE.Service State ABE,0.14285714285714285
VideoService,Logical Resource ABE.Protocol Service ABE,0.14285714285714285
VideoService,Protocol Service ABE.Bridging Protocols ABE,0.14285714285714285
VideoService,Protocol Service ABE.Management Protocols ABE,0.14285714285714285
VideoService,Protocol Service ABE.Routed Protocols ABE,0.14285714285714285
VideoService,Protocol Service ABE.Routing Protocols ABE,0.14285714285714285
VideoService,Protocol Service ABE.Signaling Protocols ABE,0.14285714285714285
VideoService,Protocol Service ABE.Switching Protocols ABE,0.14285714285714285
WiFiAssociation,Root Business Entities ABE.Association ABE,0.14285714285714285
WiFiUserEquipment,Physical Resource ABE.Equipment Holder ABE,0.14285714285714285
WiFiUserEquipment,Equipment Holder ABE.HolderAtomic ABE,0.14285714285714285
WiFiUserEquipment,Equipment Holder ABE.HolderComposite ABE,0.14285714285714285
WirelessAssociation,Root Business Entities ABE.Association ABE,0.14285714285714285
AudioService,Customer Domain.Customer Service Level Agreement ABE,0.125
AudioService,Service Performance ABE.Service Level Spec ABE,0.125
AudioService,Service Performance ABE.Service Performance Specification ABE,0.125
AudioService,Service Domain.Service Strategy & Plan ABE,0.125
AudioService,Management Information ABE.Service Statistical Info ABE,0.125
ConceptEntities,Root Business Entities ABE.Entity Identification ABE,0.125
FileTransferService,Customer Domain.Customer Service Level Agreement ABE,0.125
FileTransferService,Service Performance ABE.Service Level Spec ABE,0.125
FileTransferService,Service Performance ABE.Service Performance Specification ABE,0.125
FileTransferService,Service Domain.Service Strategy & Plan ABE,0.125
FileTransferService,Management Information ABE.Service Statistical Info ABE,0.125
PhysicalInfrastructure,Resource Specification ABE.PhysicalResource Specification ABE,0.125
Service,Customer Domain.Customer Service Level Agreement ABE,0.125
Service,Service Performance ABE.Service Level Spec ABE,0.125
Service,Service Performance ABE.Service Performance Specification ABE,0.125
Service,Service Domain.Service Strategy & Plan ABE,0.125
Service,Management Information ABE.Service Statistical Info ABE,0.125
SystemDevice,Resource ABE.ResourceRole System View ABE,0.125
VideoService,Customer Domain.Customer Service Level Agreement ABE,0.125
VideoService,Service Performance ABE.Service Level Spec ABE,0.125
VideoService,Service Performance ABE.Service Performance Specification ABE,0.125
VideoService,Service Domain.Service Strategy & Plan ABE,0.125
VideoService,Management Information ABE.Service Statistical Info ABE,0.125
Action,Root Business Entities ABE.Entity Specification Action ABE,0.1111111111111111
AudioService,Service Specification ABE.Customer Facing Service Spec ABE,0.1111111111111111
AudioService,Customer Facing Service Spec ABE.Service Package ABE,0.1111111111111111
AudioService,Service Specification ABE.Resource Facing Service Spec ABE,0.1111111111111111
AudioService,Resource Facing Service Spec ABE.Service Bundle ABE,0.1111111111111111
AudioService,Business Partner Domain.Party Service Level Agreement ABE,0.1111111111111111
ConceptEntities,Root Business Entities ABE.Root Entity Group ABE,0.1111111111111111
ConceptEntities,Root Business Entities ABE.Entity Specification Action ABE,0.1111111111111111
ConceptEntities,Root Business Entities ABE.External System Capability ABE,0.1111111111111111
ConceptEntities,Root Business Entities ABE.Root Entity Attachment ABE,0.1111111111111111
FileTransferService,Service Specification ABE.Customer Facing Service Spec ABE,0.1111111111111111
FileTransferService,Customer Facing Service Spec ABE.Service Package ABE,0.1111111111111111
FileTransferService,Service Specification ABE.Resource Facing Service Spec ABE,0.1111111111111111
FileTransferService,Resource Facing Service Spec ABE.Service Bundle ABE,0.1111111111111111
FileTransferService,Business Partner Domain.Party Service Level Agreement ABE,0.1111111111111111
PhysicalInfrastructure,PhysicalResource Specification ABE.Physical Role Specification ABE,0.1111111111111111
Service,Service Specification ABE.Customer Facing Service Spec ABE,0.1111111111111111
Service,Customer Facing Service Spec ABE.Service Package ABE,0.1111111111111111
Service,Service Specification ABE.Resource Facing Service Spec ABE,0.1111111111111111
Service,Resource Facing Service Spec ABE.Service Bundle ABE,0.1111111111111111
Service,Business Partner Domain.Party Service Level Agreement ABE,0.1111111111111111
SystemDevice,Root Business Entities ABE.External System Capability ABE,0.1111111111111111
VideoService,Service Specification ABE.Customer Facing Service Spec ABE,0.1111111111111111
VideoService,Customer Facing Service Spec ABE.Service Package ABE,0.1111111111111111
VideoService,Service Specification ABE.Resource Facing Service Spec ABE,0.1111111111111111
VideoService,Resource Facing Service Spec ABE.Service Bundle ABE,0.1111111111111111
VideoService,Business Partner Domain.Party Service Level Agreement ABE,0.1111111111111111
AudioService,Customer Facing Service ABE.CustomerFacing Service Role ABE,0.1
AudioService,Resource Facing Service ABE.Resource Facing Service Role ABE,0.1
FileTransferService,Customer Facing Service ABE.CustomerFacing Service Role ABE,0.1
FileTransferService,Resource Facing Service ABE.Resource Facing Service Role ABE,0.1
Service,Customer Facing Service ABE.CustomerFacing Service Role ABE,0.1
Service,Resource Facing Service ABE.Resource Facing Service Role ABE,0.1
VideoService,Customer Facing Service ABE.CustomerFacing Service Role ABE,0.1
VideoService,Resource Facing Service ABE.Resource Facing Service Role ABE,0.1
AudioService,Customer Facing Service Spec ABE.Customer Facing Service Spec Role ABE,0.08333333333333333
AudioService,Resource Facing Service Spec ABE.Resource Facing Service Spec Role ABE,0.08333333333333333
FileTransferService,Customer Facing Service Spec ABE.Customer Facing Service Spec Role ABE,0.08333333333333333
FileTransferService,Resource Facing Service Spec ABE.Resource Facing Service Spec Role ABE,0.08333333333333333
Service,Customer Facing Service Spec ABE.Customer Facing Service Spec Role ABE,0.08333333333333333
Service,Resource Facing Service Spec ABE.Resource Facing Service Spec Role ABE,0.08333333333333333
VideoService,Customer Facing Service Spec ABE.Customer Facing Service Spec Role ABE,0.08333333333333333
VideoService,Resource Facing Service Spec ABE.Resource Facing Service Spec Role ABE,0.08333333333333333
